Timestamp,Variable,Data Map
1699983709,573,"{1: '(10, 10)_0_0_osm', 2: '(10, 10)_0_0_pcd', 3: '(10, 10)_0_1_osm', 4: '(10, 10)_0_1_pcd', 5: '(10, 10)_0_2_osm', 6: '(10, 10)_0_2_pcd', 7: '(10, 10)_0_3_osm', 8: '(10, 10)_0_3_pcd', 9: '(10, 10)_0_4_osm', 10: '(10, 10)_0_4_pcd', 11: '(10, 10)_0_5_osm', 12: '(10, 10)_0_5_pcd', 13: '(10, 10)_0_6_osm', 14: '(10, 10)_0_6_pcd', 15: '(10, 10)_0_7_osm', 16: '(10, 10)_0_7_pcd', 17: '(10, 10)_0_8_osm', 18: '(10, 10)_0_8_pcd', 19: '(10, 10)_0_9_osm', 20: '(10, 10)_0_9_pcd', 21: '(10, 10)_1_0_osm', 22: '(10, 10)_1_0_pcd', 23: '(10, 10)_1_1_osm', 24: '(10, 10)_1_1_pcd', 25: '(10, 10)_1_2_osm', 26: '(10, 10)_1_2_pcd', 27: '(10, 10)_1_3_osm', 28: '(10, 10)_1_3_pcd', 29: '(10, 10)_1_4_osm', 30: '(10, 10)_1_4_pcd', 31: '(10, 10)_1_5_osm', 32: '(10, 10)_1_5_pcd', 33: '(10, 10)_1_6_osm', 34: '(10, 10)_1_6_pcd', 35: '(10, 10)_1_7_osm', 36: '(10, 10)_1_7_pcd', 37: '(10, 10)_1_8_osm', 38: '(10, 10)_1_8_pcd', 39: '(10, 10)_1_9_osm', 40: '(10, 10)_1_9_pcd', 41: '(10, 10)_2_0_osm', 42: '(10, 10)_2_0_pcd', 43: '(10, 10)_2_1_osm', 44: '(10, 10)_2_1_pcd', 45: '(10, 10)_2_2_osm', 46: '(10, 10)_2_2_pcd', 47: '(10, 10)_2_3_osm', 48: '(10, 10)_2_3_pcd', 49: '(10, 10)_2_4_osm', 50: '(10, 10)_2_4_pcd', 51: '(10, 10)_2_5_osm', 52: '(10, 10)_2_5_pcd', 53: '(10, 10)_2_6_osm', 54: '(10, 10)_2_6_pcd', 55: '(10, 10)_2_7_osm', 56: '(10, 10)_2_7_pcd', 57: '(10, 10)_2_8_osm', 58: '(10, 10)_2_8_pcd', 59: '(10, 10)_2_9_osm', 60: '(10, 10)_2_9_pcd', 61: '(10, 10)_3_0_osm', 62: '(10, 10)_3_0_pcd', 63: '(10, 10)_3_1_osm', 64: '(10, 10)_3_1_pcd', 65: '(10, 10)_3_2_osm', 66: '(10, 10)_3_2_pcd', 67: '(10, 10)_3_3_osm', 68: '(10, 10)_3_3_pcd', 69: '(10, 10)_3_4_osm', 70: '(10, 10)_3_4_pcd', 71: '(10, 10)_3_5_osm', 72: '(10, 10)_3_5_pcd', 73: '(10, 10)_3_6_osm', 74: '(10, 10)_3_6_pcd', 75: '(10, 10)_3_7_osm', 76: '(10, 10)_3_7_pcd', 77: '(10, 10)_3_8_osm', 78: '(10, 10)_3_8_pcd', 79: '(10, 10)_3_9_osm', 80: '(10, 10)_3_9_pcd', 81: '(10, 10)_4_0_osm', 82: '(10, 10)_4_0_pcd', 83: '(10, 10)_4_1_osm', 84: '(10, 10)_4_1_pcd', 85: '(10, 10)_4_2_osm', 86: '(10, 10)_4_2_pcd', 87: '(10, 10)_4_3_osm', 88: '(10, 10)_4_3_pcd', 89: '(10, 10)_4_4_osm', 90: '(10, 10)_4_4_pcd', 91: '(10, 10)_4_5_osm', 92: '(10, 10)_4_5_pcd', 93: '(10, 10)_4_6_osm', 94: '(10, 10)_4_6_pcd', 95: '(10, 10)_4_7_osm', 96: '(10, 10)_4_7_pcd', 97: '(10, 10)_4_8_osm', 98: '(10, 10)_4_8_pcd', 99: '(10, 10)_4_9_osm', 100: '(10, 10)_4_9_pcd', 101: '(10, 10)_5_0_osm', 102: '(10, 10)_5_0_pcd', 103: '(10, 10)_5_1_osm', 104: '(10, 10)_5_1_pcd', 105: '(10, 10)_5_2_osm', 106: '(10, 10)_5_2_pcd', 107: '(10, 10)_5_3_osm', 108: '(10, 10)_5_3_pcd', 109: '(10, 10)_5_4_osm', 110: '(10, 10)_5_4_pcd', 111: '(10, 10)_5_5_osm', 112: '(10, 10)_5_5_pcd', 113: '(10, 10)_5_6_osm', 114: '(10, 10)_5_6_pcd', 115: '(10, 10)_5_7_osm', 116: '(10, 10)_5_7_pcd', 117: '(10, 10)_5_8_osm', 118: '(10, 10)_5_8_pcd', 119: '(10, 10)_5_9_osm', 120: '(10, 10)_5_9_pcd', 121: '(10, 10)_6_0_osm', 122: '(10, 10)_6_0_pcd', 123: '(10, 10)_6_1_osm', 124: '(10, 10)_6_1_pcd', 125: '(10, 10)_6_2_osm', 126: '(10, 10)_6_2_pcd', 127: '(10, 10)_6_3_osm', 128: '(10, 10)_6_3_pcd', 129: '(10, 10)_6_4_osm', 130: '(10, 10)_6_4_pcd', 131: '(10, 10)_6_5_osm', 132: '(10, 10)_6_5_pcd', 133: '(10, 10)_6_6_osm', 134: '(10, 10)_6_6_pcd', 135: '(10, 10)_6_7_osm', 136: '(10, 10)_6_7_pcd', 137: '(10, 10)_6_8_osm', 138: '(10, 10)_6_8_pcd', 139: '(10, 10)_6_9_osm', 140: '(10, 10)_6_9_pcd', 141: '(10, 10)_7_0_osm', 142: '(10, 10)_7_0_pcd', 143: '(10, 10)_7_1_osm', 144: '(10, 10)_7_1_pcd', 145: '(10, 10)_7_2_osm', 146: '(10, 10)_7_2_pcd', 147: '(10, 10)_7_3_osm', 148: '(10, 10)_7_3_pcd', 149: '(10, 10)_7_4_osm', 150: '(10, 10)_7_4_pcd', 151: '(10, 10)_7_5_osm', 152: '(10, 10)_7_5_pcd', 153: '(10, 10)_7_6_osm', 154: '(10, 10)_7_6_pcd', 155: '(10, 10)_7_7_osm', 156: '(10, 10)_7_7_pcd', 157: '(10, 10)_7_8_osm', 158: '(10, 10)_7_8_pcd', 159: '(10, 10)_7_9_osm', 160: '(10, 10)_7_9_pcd', 161: '(10, 10)_8_0_osm', 162: '(10, 10)_8_0_pcd', 163: '(10, 10)_8_1_osm', 164: '(10, 10)_8_1_pcd', 165: '(10, 10)_8_2_osm', 166: '(10, 10)_8_2_pcd', 167: '(10, 10)_8_3_osm', 168: '(10, 10)_8_3_pcd', 169: '(10, 10)_8_4_osm', 170: '(10, 10)_8_4_pcd', 171: '(10, 10)_8_5_osm', 172: '(10, 10)_8_5_pcd', 173: '(10, 10)_8_6_osm', 174: '(10, 10)_8_6_pcd', 175: '(10, 10)_8_7_osm', 176: '(10, 10)_8_7_pcd', 177: '(10, 10)_8_8_osm', 178: '(10, 10)_8_8_pcd', 179: '(10, 10)_8_9_osm', 180: '(10, 10)_8_9_pcd', 181: '(10, 10)_9_0_osm', 182: '(10, 10)_9_0_pcd', 183: '(10, 10)_9_1_osm', 184: '(10, 10)_9_1_pcd', 185: '(10, 10)_9_2_osm', 186: '(10, 10)_9_2_pcd', 187: '(10, 10)_9_3_osm', 188: '(10, 10)_9_3_pcd', 189: '(10, 10)_9_4_osm', 190: '(10, 10)_9_4_pcd', 191: '(10, 10)_9_5_osm', 192: '(10, 10)_9_5_pcd', 193: '(10, 10)_9_6_osm', 194: '(10, 10)_9_6_pcd', 195: '(10, 10)_9_7_osm', 196: '(10, 10)_9_7_pcd', 197: '(10, 10)_9_8_osm', 198: '(10, 10)_9_8_pcd', 199: '(10, 10)_9_9_osm', 200: '(10, 10)_9_9_pcd'}"
