Req_ID,Veh_ID,Tile_name,Tx1,P1,Pr1,Tx2,P2,Total delay,Distance
27,1,"(10, 10)_5_9_osm",0.0,2.9101996726089875e-07,0.0008,9.8304e-05,2.9101996726089875e-07,0.0008988860399345219,87.30599017826962
27,1,"(10, 10)_5_9_pcd",0.0,2.9101996726089875e-07,0.0008,9.8304e-05,2.9101996726089875e-07,0.0008988860399345219,87.30599017826962
28,2,"(10, 10)_5_9_osm",0.0,3.075291586584069e-07,0.0008,9.8304e-05,3.075291586584069e-07,0.0008989190583173168,92.25874759752206
28,2,"(10, 10)_5_9_pcd",0.0,3.075291586584069e-07,0.0008,9.8304e-05,3.075291586584069e-07,0.0008989190583173168,92.25874759752206
29,3,"(10, 10)_4_0_pcd",0.0,1.097459514930223e-06,0.0008,9.8304e-05,1.097459514930223e-06,0.0009004989190298606,329.2378544790669
30,4,"(10, 10)_7_7_osm",0.0,8.603824366455555e-08,0.0008,9.8304e-05,8.603824366455555e-08,0.0008984760764873292,25.811473099366665
30,4,"(10, 10)_7_7_pcd",0.0,8.603824366455555e-08,0.0008,9.8304e-05,8.603824366455555e-08,0.0008984760764873292,25.811473099366665
31,0,"(10, 10)_7_8_osm",0.0,8.445470318286669e-08,0.0008,9.8304e-05,8.445470318286669e-08,0.0008984729094063658,25.336410954860007
31,0,"(10, 10)_7_8_pcd",0.0,8.445470318286669e-08,0.0008,9.8304e-05,8.445470318286669e-08,0.0008984729094063658,25.336410954860007
32,1,"(10, 10)_5_9_pcd",0.0,3.120999994584114e-07,0.0008,9.8304e-05,3.120999994584114e-07,0.0008989281999989169,93.62999983752343
34,3,"(10, 10)_4_0_osm",0.0,1.0707989132691387e-06,0.0008,9.8304e-05,1.0707989132691387e-06,0.0009004455978265383,321.2396739807416
35,4,"(10, 10)_6_7_osm",0.0,8.064029929729661e-08,0.0008,9.8304e-05,8.064029929729661e-08,0.0008984652805985946,24.192089789188984
35,4,"(10, 10)_6_7_pcd",0.0,8.064029929729661e-08,0.0008,9.8304e-05,8.064029929729661e-08,0.0008984652805985946,24.192089789188984
36,0,"(10, 10)_7_7_osm",0.0,8.992474752659276e-08,0.0008,9.8304e-05,8.992474752659276e-08,0.0008984838494950532,26.977424257977827
36,0,"(10, 10)_7_7_pcd",0.0,8.992474752659276e-08,0.0008,9.8304e-05,8.992474752659276e-08,0.0008984838494950532,26.977424257977827
37,1,"(10, 10)_4_9_osm",0.0,3.36343232161355e-07,0.0008,9.8304e-05,3.36343232161355e-07,0.0008989766864643227,100.9029696484065
37,1,"(10, 10)_4_9_pcd",0.0,3.36343232161355e-07,0.0008,9.8304e-05,3.36343232161355e-07,0.0008989766864643227,100.9029696484065
38,2,"(10, 10)_6_9_osm",0.0,2.660659015109364e-07,0.0008,9.8304e-05,2.660659015109364e-07,0.000898836131803022,79.81977045328092
38,2,"(10, 10)_6_9_pcd",0.0,2.660659015109364e-07,0.0008,9.8304e-05,2.660659015109364e-07,0.000898836131803022,79.81977045328092
39,3,"(10, 10)_4_0_osm",0.0,1.0393371211611728e-06,0.0008,9.8304e-05,1.0393371211611728e-06,0.0009003826742423224,311.80113634835186
39,3,"(10, 10)_4_0_pcd",0.0,1.0393371211611728e-06,0.0008,9.8304e-05,1.0393371211611728e-06,0.0009003826742423224,311.80113634835186
40,4,"(10, 10)_6_7_pcd",0.0,7.387873133775858e-08,0.0008,9.8304e-05,7.387873133775858e-08,0.0008984517574626756,22.163619401327576
41,0,"(10, 10)_7_7_pcd",0.0,8.904694871461938e-08,0.0008,9.8304e-05,8.904694871461938e-08,0.0008984820938974294,26.714084614385815
42,1,"(10, 10)_4_9_pcd",0.0,3.640044205174714e-07,0.0008,9.8304e-05,3.640044205174714e-07,0.0008990320088410349,109.20132615524142
43,2,"(10, 10)_6_9_pcd",0.0,2.523270596279748e-07,0.0008,9.8304e-05,2.523270596279748e-07,0.0008988086541192559,75.69811788839243
44,3,"(10, 10)_4_1_osm",0.0,1.0025389359859356e-06,0.0008,9.8304e-05,1.0025389359859356e-06,0.000900309077871972,300.76168079578065
44,3,"(10, 10)_4_1_pcd",0.0,1.0025389359859356e-06,0.0008,9.8304e-05,1.0025389359859356e-06,0.000900309077871972,300.76168079578065
45,4,"(10, 10)_6_7_osm",0.0,7.029259081244548e-08,0.0008,9.8304e-05,7.029259081244548e-08,0.000898444585181625,21.087777243733644
46,0,"(10, 10)_6_7_pcd",0.0,8.170250685180871e-08,0.0008,9.8304e-05,8.170250685180871e-08,0.0008984674050137037,24.510752055542614
47,1,"(10, 10)_4_9_osm",0.0,3.935086005593747e-07,0.0008,9.8304e-05,3.935086005593747e-07,0.0008990910172011188,118.05258016781242
48,2,"(10, 10)_6_9_osm",0.0,2.467305325188354e-07,0.0008,9.8304e-05,2.467305325188354e-07,0.0008987974610650378,74.01915975565062
49,3,"(10, 10)_4_1_pcd",0.0,9.607017963832745e-07,0.0008,9.8304e-05,9.607017963832745e-07,0.0009002254035927667,288.21053891498235
50,4,"(10, 10)_5_7_osm",0.0,7.727699752986874e-08,0.0008,9.8304e-05,7.727699752986874e-08,0.0008984585539950598,23.18309925896062
50,4,"(10, 10)_5_7_pcd",0.0,7.727699752986874e-08,0.0008,9.8304e-05,7.727699752986874e-08,0.0008984585539950598,23.18309925896062
51,0,"(10, 10)_6_7_pcd",0.0,7.166010246992101e-08,0.0008,9.8304e-05,7.166010246992101e-08,0.0008984473202049398,21.498030740976304
52,2,"(10, 10)_6_9_osm",0.0,2.450358640516533e-07,0.0008,9.8304e-05,2.450358640516533e-07,0.0008987940717281035,73.51075921549598
52,2,"(10, 10)_6_9_pcd",0.0,2.450358640516533e-07,0.0008,9.8304e-05,2.450358640516533e-07,0.0008987940717281035,73.51075921549598
53,3,"(10, 10)_4_1_osm",0.0,9.129084179797697e-07,0.0008,9.8304e-05,9.129084179797697e-07,0.0009001298168359596,273.8725253939309
54,4,"(10, 10)_5_7_pcd",0.0,8.631556665110186e-08,0.0008,9.8304e-05,8.631556665110186e-08,0.0008984766311333022,25.894669995330556
55,5,"(10, 10)_9_7_osm",0.0,3.7326781372305037e-07,0.0008,9.8304e-05,3.7326781372305037e-07,0.0008990505356274461,111.9803441169151
55,5,"(10, 10)_9_7_pcd",0.0,3.7326781372305037e-07,0.0008,9.8304e-05,3.7326781372305037e-07,0.0008990505356274461,111.9803441169151
56,0,"(10, 10)_5_7_osm",0.0,7.376839675370267e-08,0.0008,9.8304e-05,7.376839675370267e-08,0.0008984515367935075,22.1305190261108
56,0,"(10, 10)_5_7_pcd",0.0,7.376839675370267e-08,0.0008,9.8304e-05,7.376839675370267e-08,0.0008984515367935075,22.1305190261108
57,2,"(10, 10)_7_9_osm",0.0,2.4287061082601175e-07,0.0008,9.8304e-05,2.4287061082601175e-07,0.000898789741221652,72.86118324780352
57,2,"(10, 10)_7_9_pcd",0.0,2.4287061082601175e-07,0.0008,9.8304e-05,2.4287061082601175e-07,0.000898789741221652,72.86118324780352
58,3,"(10, 10)_4_2_osm",0.0,8.58388790259306e-07,0.0008,9.8304e-05,8.58388790259306e-07,0.0009000207775805186,257.5166370777918
58,3,"(10, 10)_4_2_pcd",0.0,8.58388790259306e-07,0.0008,9.8304e-05,8.58388790259306e-07,0.0009000207775805186,257.5166370777918
59,4,"(10, 10)_5_7_osm",0.0,1.0358503062837131e-07,0.0008,9.8304e-05,1.0358503062837131e-07,0.0008985111700612567,31.075509188511393
60,5,"(10, 10)_9_7_pcd",0.0,3.664592210899718e-07,0.0008,9.8304e-05,3.664592210899718e-07,0.00089903691844218,109.93776632699154
61,0,"(10, 10)_5_7_pcd",0.0,8.370001740775781e-08,0.0008,9.8304e-05,8.370001740775781e-08,0.0008984714000348156,25.11000522232734
62,2,"(10, 10)_7_9_pcd",0.0,2.2864800554012344e-07,0.0008,9.8304e-05,2.2864800554012344e-07,0.0008987612960110802,68.59440166203703
63,3,"(10, 10)_4_2_pcd",0.0,7.972012765930263e-07,0.0008,9.8304e-05,7.972012765930263e-07,0.0008998984025531861,239.16038297790791
64,4,"(10, 10)_4_7_osm",0.0,1.3668705049185597e-07,0.0008,9.8304e-05,1.3668705049185597e-07,0.0008985773741009838,41.00611514755679
64,4,"(10, 10)_4_7_pcd",0.0,1.3668705049185597e-07,0.0008,9.8304e-05,1.3668705049185597e-07,0.0008985773741009838,41.00611514755679
65,5,"(10, 10)_9_7_osm",0.0,3.542452467451094e-07,0.0008,9.8304e-05,3.542452467451094e-07,0.0008990124904934904,106.27357402353283
66,0,"(10, 10)_5_7_osm",0.0,8.939392015134723e-08,0.0008,9.8304e-05,8.939392015134723e-08,0.0008984827878403028,26.81817604540417
67,2,"(10, 10)_7_9_osm",0.0,2.046725926737081e-07,0.0008,9.8304e-05,2.046725926737081e-07,0.0008987133451853474,61.40177780211243
68,3,"(10, 10)_4_2_osm",0.0,7.316023458494469e-07,0.0008,9.8304e-05,7.316023458494469e-07,0.0008997672046916989,219.48070375483408
69,4,"(10, 10)_4_8_osm",0.0,1.7546836001218634e-07,0.0008,9.8304e-05,1.7546836001218634e-07,0.0008986549367200244,52.6405080036559
69,4,"(10, 10)_4_8_pcd",0.0,1.7546836001218634e-07,0.0008,9.8304e-05,1.7546836001218634e-07,0.0008986549367200244,52.6405080036559
70,5,"(10, 10)_9_7_osm",0.0,3.343596962553214e-07,0.0008,9.8304e-05,3.343596962553214e-07,0.0008989727193925108,100.30790887659641
70,5,"(10, 10)_9_7_pcd",0.0,3.343596962553214e-07,0.0008,9.8304e-05,3.343596962553214e-07,0.0008989727193925108,100.30790887659641
71,0,"(10, 10)_5_7_osm",0.0,1.2176161785299054e-07,0.0008,9.8304e-05,1.2176161785299054e-07,0.0008985475232357059,36.52848535589716
71,0,"(10, 10)_5_7_pcd",0.0,1.2176161785299054e-07,0.0008,9.8304e-05,1.2176161785299054e-07,0.0008985475232357059,36.52848535589716
72,2,"(10, 10)_6_8_osm",0.0,1.7679917850305266e-07,0.0008,9.8304e-05,1.7679917850305266e-07,0.0008986575983570062,53.0397535509158
72,2,"(10, 10)_6_8_pcd",0.0,1.7679917850305266e-07,0.0008,9.8304e-05,1.7679917850305266e-07,0.0008986575983570062,53.0397535509158
73,3,"(10, 10)_4_3_osm",0.0,6.602804334333948e-07,0.0008,9.8304e-05,6.602804334333948e-07,0.0008996245608668669,198.08413003001843
73,3,"(10, 10)_4_3_pcd",0.0,6.602804334333948e-07,0.0008,9.8304e-05,6.602804334333948e-07,0.0008996245608668669,198.08413003001843
74,4,"(10, 10)_4_8_pcd",0.0,2.2807622372761215e-07,0.0008,9.8304e-05,2.2807622372761215e-07,0.0008987601524474553,68.42286711828365
75,5,"(10, 10)_9_7_pcd",0.0,3.0907297422153765e-07,0.0008,9.8304e-05,3.0907297422153765e-07,0.000898922145948443,92.7218922664613
76,0,"(10, 10)_4_8_osm",0.0,1.5965581444315694e-07,0.0008,9.8304e-05,1.5965581444315694e-07,0.0008986233116288863,47.89674433294708
76,0,"(10, 10)_4_8_pcd",0.0,1.5965581444315694e-07,0.0008,9.8304e-05,1.5965581444315694e-07,0.0008986233116288863,47.89674433294708
77,2,"(10, 10)_6_8_pcd",0.0,1.5011556382789894e-07,0.0008,9.8304e-05,1.5011556382789894e-07,0.0008986042311276559,45.03466914836969
78,3,"(10, 10)_4_3_pcd",0.0,5.852138421750247e-07,0.0,0.0,5.852138421750247e-07,1.1704276843500494e-06,175.5641526525074
79,4,"(10, 10)_3_8_osm",0.0,2.809684532089277e-07,0.0008,9.8304e-05,2.809684532089277e-07,0.000898865936906418,84.29053596267832
79,4,"(10, 10)_3_8_pcd",0.0,2.809684532089277e-07,0.0008,9.8304e-05,2.809684532089277e-07,0.000898865936906418,84.29053596267832
80,5,"(10, 10)_8_7_osm",0.0,2.7765862048469516e-07,0.0008,9.8304e-05,2.7765862048469516e-07,0.0008988593172409694,83.29758614540854
80,5,"(10, 10)_8_7_pcd",0.0,2.7765862048469516e-07,0.0008,9.8304e-05,2.7765862048469516e-07,0.0008988593172409694,83.29758614540854
81,0,"(10, 10)_4_8_pcd",0.0,2.1470449624190246e-07,0.0008,9.8304e-05,2.1470449624190246e-07,0.000898733408992484,64.41134887257074
82,2,"(10, 10)_6_8_osm",0.0,1.328725073370811e-07,0.0008,9.8304e-05,1.328725073370811e-07,0.0008985697450146743,39.861752201124325
83,3,"(10, 10)_4_4_osm",0.0,5.059847343599997e-07,0.0008,9.8304e-05,5.059847343599997e-07,0.00089931596946872,151.7954203079999
83,3,"(10, 10)_4_4_pcd",0.0,5.059847343599997e-07,0.0008,9.8304e-05,5.059847343599997e-07,0.00089931596946872,151.7954203079999
84,4,"(10, 10)_3_8_pcd",0.0,3.2070652827489943e-07,0.0008,9.8304e-05,3.2070652827489943e-07,0.0008989454130565497,96.21195848246983
85,5,"(10, 10)_8_7_pcd",0.0,2.4441766784018884e-07,0.0008,9.8304e-05,2.4441766784018884e-07,0.0008987928353356803,73.32530035205664
86,0,"(10, 10)_3_8_osm",0.0,2.620422937192207e-07,0.0008,9.8304e-05,2.620422937192207e-07,0.0008988280845874385,78.6126881157662
86,0,"(10, 10)_3_8_pcd",0.0,2.620422937192207e-07,0.0008,9.8304e-05,2.620422937192207e-07,0.0008988280845874385,78.6126881157662
87,2,"(10, 10)_6_8_osm",0.0,1.1621291555086244e-07,0.0008,9.8304e-05,1.1621291555086244e-07,0.0008985364258311017,34.863874665258734
87,2,"(10, 10)_6_8_pcd",0.0,1.1621291555086244e-07,0.0008,9.8304e-05,1.1621291555086244e-07,0.0008985364258311017,34.863874665258734
88,3,"(10, 10)_5_4_osm",0.0,4.3229210407134026e-07,0.0008,9.8304e-05,4.3229210407134026e-07,0.0008991685842081428,129.68763122140209
88,3,"(10, 10)_5_4_pcd",0.0,4.3229210407134026e-07,0.0008,9.8304e-05,4.3229210407134026e-07,0.0008991685842081428,129.68763122140209
89,4,"(10, 10)_3_8_osm",0.0,3.4660912943630463e-07,0.0008,9.8304e-05,3.4660912943630463e-07,0.0008989972182588726,103.98273883089139
90,5,"(10, 10)_8_7_osm",0.0,2.0722105430038301e-07,0.0008,9.8304e-05,2.0722105430038301e-07,0.0008987184421086009,62.16631629011491
91,0,"(10, 10)_3_8_pcd",0.0,2.9894121701525646e-07,0.0008,9.8304e-05,2.9894121701525646e-07,0.0008989018824340306,89.68236510457693
92,2,"(10, 10)_6_8_pcd",0.0,1.0750999693884879e-07,0.0008,9.8304e-05,1.0750999693884879e-07,0.0008985190199938777,32.252999081654636
93,3,"(10, 10)_5_5_osm",0.0,3.7076198848257095e-07,0.0008,9.8304e-05,3.7076198848257095e-07,0.0008990455239769652,111.22859654477129
93,3,"(10, 10)_5_5_pcd",0.0,3.7076198848257095e-07,0.0008,9.8304e-05,3.7076198848257095e-07,0.0008990455239769652,111.22859654477129
94,4,"(10, 10)_2_8_osm",0.0,3.6284045979917173e-07,0.0008,9.8304e-05,3.6284045979917173e-07,0.0008990296809195983,108.85213793975151
94,4,"(10, 10)_2_8_pcd",0.0,3.6284045979917173e-07,0.0008,9.8304e-05,3.6284045979917173e-07,0.0008990296809195983,108.85213793975151
95,5,"(10, 10)_8_7_osm",0.0,1.819085121737992e-07,0.0008,9.8304e-05,1.819085121737992e-07,0.0008986678170243477,54.57255365213976
95,5,"(10, 10)_8_7_pcd",0.0,1.819085121737992e-07,0.0008,9.8304e-05,1.819085121737992e-07,0.0008986678170243477,54.57255365213976
96,0,"(10, 10)_3_8_osm",0.0,3.268076587263178e-07,0.0008,9.8304e-05,3.268076587263178e-07,0.0008989576153174526,98.04229761789534
97,2,"(10, 10)_6_8_osm",0.0,9.790884522382656e-08,0.0008,9.8304e-05,9.790884522382656e-08,0.0008984998176904477,29.372653567147967
98,3,"(10, 10)_5_5_pcd",0.0,3.1951187267092563e-07,0.0008,9.8304e-05,3.1951187267092563e-07,0.0008989430237453419,95.85356180127769
99,4,"(10, 10)_2_8_pcd",0.0,3.6572423402436837e-07,0.0008,9.8304e-05,3.6572423402436837e-07,0.0008990354484680487,109.7172702073105
100,5,"(10, 10)_7_7_osm",0.0,1.7069315805676208e-07,0.0008,9.8304e-05,1.7069315805676208e-07,0.0008986453863161135,51.20794741702863
100,5,"(10, 10)_7_7_pcd",0.0,1.7069315805676208e-07,0.0008,9.8304e-05,1.7069315805676208e-07,0.0008986453863161135,51.20794741702863
101,2,"(10, 10)_6_8_osm",0.0,8.620099876294992e-08,0.0008,9.8304e-05,8.620099876294992e-08,0.0008984764019975259,25.860299628884974
101,2,"(10, 10)_6_8_pcd",0.0,8.620099876294992e-08,0.0008,9.8304e-05,8.620099876294992e-08,0.0008984764019975259,25.860299628884974
102,3,"(10, 10)_5_5_osm",0.0,2.802632671282518e-07,0.0008,9.8304e-05,2.802632671282518e-07,0.0008988645265342565,84.07898013847553
103,4,"(10, 10)_2_8_osm",0.0,3.6388456505652223e-07,0.0008,9.8304e-05,3.6388456505652223e-07,0.000899031769130113,109.16536951695667
104,5,"(10, 10)_7_7_pcd",0.0,1.6480176681217065e-07,0.0008,9.8304e-05,1.6480176681217065e-07,0.0008986336035336245,49.440530043651194
105,6,"(10, 10)_3_9_osm",0.0,3.76770190500159e-07,0.0008,9.8304e-05,3.76770190500159e-07,0.0008990575403810005,113.0310571500477
105,6,"(10, 10)_3_9_pcd",0.0,3.76770190500159e-07,0.0008,9.8304e-05,3.76770190500159e-07,0.0008990575403810005,113.0310571500477
106,2,"(10, 10)_7_8_osm",0.0,8.462200796035374e-08,0.0008,9.8304e-05,8.462200796035374e-08,0.0008984732440159208,25.386602388106123
106,2,"(10, 10)_7_8_pcd",0.0,8.462200796035374e-08,0.0008,9.8304e-05,8.462200796035374e-08,0.0008984732440159208,25.386602388106123
107,3,"(10, 10)_5_6_osm",0.0,2.526233212601756e-07,0.0008,9.8304e-05,2.526233212601756e-07,0.0008988092466425203,75.78699637805269
107,3,"(10, 10)_5_6_pcd",0.0,2.526233212601756e-07,0.0008,9.8304e-05,2.526233212601756e-07,0.0008988092466425203,75.78699637805269
108,4,"(10, 10)_3_8_osm",0.0,3.632270531277064e-07,0.0008,9.8304e-05,3.632270531277064e-07,0.0008990304541062554,108.96811593831193
108,4,"(10, 10)_3_8_pcd",0.0,3.632270531277064e-07,0.0008,9.8304e-05,3.632270531277064e-07,0.0008990304541062554,108.96811593831193
109,5,"(10, 10)_7_7_osm",0.0,1.7181807251950006e-07,0.0008,9.8304e-05,1.7181807251950006e-07,0.0008986476361450391,51.545421755850015
110,6,"(10, 10)_3_9_pcd",0.0,3.7616522952822983e-07,0.0008,9.8304e-05,3.7616522952822983e-07,0.0008990563304590566,112.84956885846894
111,2,"(10, 10)_7_7_osm",0.0,9.009770607643561e-08,0.0008,9.8304e-05,9.009770607643561e-08,0.0008984841954121529,27.029311822930683
111,2,"(10, 10)_7_7_pcd",0.0,9.009770607643561e-08,0.0008,9.8304e-05,9.009770607643561e-08,0.0008984841954121529,27.029311822930683
112,3,"(10, 10)_5_6_pcd",0.0,2.3836391939294642e-07,0.0008,9.8304e-05,2.3836391939294642e-07,0.0008987807278387859,71.50917581788393
113,4,"(10, 10)_3_9_osm",0.0,3.6492030840217883e-07,0.0008,9.8304e-05,3.6492030840217883e-07,0.0008990338406168044,109.47609252065365
113,4,"(10, 10)_3_9_pcd",0.0,3.6492030840217883e-07,0.0008,9.8304e-05,3.6492030840217883e-07,0.0008990338406168044,109.47609252065365
114,5,"(10, 10)_8_7_osm",0.0,1.8692380814283213e-07,0.0008,9.8304e-05,1.8692380814283213e-07,0.0008986778476162857,56.077142442849635
114,5,"(10, 10)_8_7_pcd",0.0,1.8692380814283213e-07,0.0008,9.8304e-05,1.8692380814283213e-07,0.0008986778476162857,56.077142442849635
115,6,"(10, 10)_3_9_osm",0.0,3.751965900314521e-07,0.0008,9.8304e-05,3.751965900314521e-07,0.0008990543931800629,112.55897700943564
116,2,"(10, 10)_7_7_pcd",0.0,9.417897921090495e-08,0.0008,9.8304e-05,9.417897921090495e-08,0.0008984923579584218,28.253693763271485
117,3,"(10, 10)_5_6_osm",0.0,2.374196812295276e-07,0.0008,9.8304e-05,2.374196812295276e-07,0.000898778839362459,71.22590436885828
118,4,"(10, 10)_3_9_pcd",0.0,3.6780327902676966e-07,0.0008,9.8304e-05,3.6780327902676966e-07,0.0008990396065580536,110.3409837080309
119,5,"(10, 10)_8_7_pcd",0.0,2.0766240507483815e-07,0.0008,9.8304e-05,2.0766240507483815e-07,0.0008987193248101497,62.298721522451444
120,6,"(10, 10)_3_9_osm",0.0,3.7399244074476895e-07,0.0008,9.8304e-05,3.7399244074476895e-07,0.0008990519848814895,112.19773222343069
120,6,"(10, 10)_3_9_pcd",0.0,3.7399244074476895e-07,0.0008,9.8304e-05,3.7399244074476895e-07,0.0008990519848814895,112.19773222343069
121,2,"(10, 10)_7_7_osm",0.0,1.1703099892839755e-07,0.0008,9.8304e-05,1.1703099892839755e-07,0.0008985380619978568,35.109299678519264
122,3,"(10, 10)_6_6_osm",0.0,2.42734014562075e-07,0.0008,9.8304e-05,2.42734014562075e-07,0.0008987894680291241,72.8202043686225
122,3,"(10, 10)_6_6_pcd",0.0,2.42734014562075e-07,0.0008,9.8304e-05,2.42734014562075e-07,0.0008987894680291241,72.8202043686225
123,4,"(10, 10)_3_9_osm",0.0,3.7127855105999774e-07,0.0008,9.8304e-05,3.7127855105999774e-07,0.0008990465571021201,111.38356531799933
124,5,"(10, 10)_8_7_osm",0.0,2.3507260779718602e-07,0.0008,9.8304e-05,2.3507260779718602e-07,0.0008987741452155944,70.5217823391558
125,6,"(10, 10)_2_8_osm",0.0,3.734864177220369e-07,0.0008,9.8304e-05,3.734864177220369e-07,0.000899050972835444,112.04592531661106
125,6,"(10, 10)_2_8_pcd",0.0,3.734864177220369e-07,0.0008,9.8304e-05,3.734864177220369e-07,0.000899050972835444,112.04592531661106
126,2,"(10, 10)_7_7_osm",0.0,1.4832365936813466e-07,0.0008,9.8304e-05,1.4832365936813466e-07,0.0008986006473187363,44.497097810440394
126,2,"(10, 10)_7_7_pcd",0.0,1.4832365936813466e-07,0.0008,9.8304e-05,1.4832365936813466e-07,0.0008986006473187363,44.497097810440394
