Time,Vehicle ID,X,Y,Lat,Long,Speed,tile_name,matrix_indices,row_number
15,8,1479.4304992864786,407.53659394564846,36.907434588635766,-1.1859481899470457,7.461948406578664,"['(10, 10)_3_1_osm', '(10, 10)_3_1_pcd']","(3, 1)",127
15,9,1336.5279148765403,459.9205519904936,36.906151304753706,-1.1854735990664889,13.082205119542778,"['(10, 10)_2_1_osm', '(10, 10)_2_1_pcd']","(2, 1)",128
16,0,1389.9848140246868,429.0421633159744,36.90663127787764,-1.185753142180515,5.47723174009705,"['(10, 10)_2_1_osm', '(10, 10)_2_1_pcd']","(2, 1)",129
16,10,1376.55,441.02,36.90651067943466,-1.1856447563349468,0.0,"['(10, 10)_2_1_osm', '(10, 10)_2_1_pcd']","(2, 1)",130
16,11,1350.0200424959935,363.1615422313488,36.90627184172909,-1.1863485083254828,10.66834688889794,"['(10, 10)_2_1_osm', '(10, 10)_2_1_pcd']","(2, 1)",131
16,12,1370.4990751227906,427.1205444635237,36.90645623183576,-1.1857703826449004,3.896291628992185,"['(10, 10)_2_1_osm', '(10, 10)_2_1_pcd']","(2, 1)",132
16,13,1513.519091432359,323.826998910428,36.90774022497796,-1.186705258418119,4.143164935312234,"['(10, 10)_3_1_osm', '(10, 10)_3_1_pcd']","(3, 1)",133
16,14,1405.0557318087576,407.5152437860074,36.90676650794619,-1.1859478743661651,4.715393149480224,"['(10, 10)_2_1_osm', '(10, 10)_2_1_pcd']","(2, 1)",134
16,16,1344.5054888414006,317.5307773782745,36.90622199627596,-1.186761027174139,0.0,"['(10, 10)_2_1_osm', '(10, 10)_2_1_pcd']","(2, 1)",135
16,2,1438.2030051686547,486.3607870587199,36.907064792932346,-1.1852352428366262,11.207414946323167,"['(10, 10)_3_1_osm', '(10, 10)_3_1_pcd']","(3, 1)",136
16,3,1368.37597849798,188.61560379173645,36.906435538672426,-1.1879267378054958,26.59715798641556,"['(10, 10)_2_0_osm', '(10, 10)_2_0_pcd']","(2, 0)",137
16,4,1382.289636320146,435.9596208168533,36.90656220202136,-1.1856905474651505,0.2546941231734531,"['(10, 10)_2_1_osm', '(10, 10)_2_1_pcd']","(2, 1)",138
16,5,1467.3668838546653,408.9155887419191,36.90732623506724,-1.1859356396929268,2.9258994820905846,"['(10, 10)_3_1_osm', '(10, 10)_3_1_pcd']","(3, 1)",139
16,6,1331.7073702427667,458.3238707232327,36.90610799280086,-1.185488002002916,9.511845443506026,"['(10, 10)_2_1_osm', '(10, 10)_2_1_pcd']","(2, 1)",140
16,7,1444.0174111232218,500.7541365863832,36.90711711926536,-1.185105149436198,3.4975979911476367,"['(10, 10)_3_1_osm', '(10, 10)_3_1_pcd']","(3, 1)",141
16,8,1474.6064134068208,409.46425525625193,36.907391268774205,-1.1859307285898038,5.19501763645758,"['(10, 10)_3_1_osm', '(10, 10)_3_1_pcd']","(3, 1)",142
16,9,1322.8430182727673,465.09721719774046,36.906028413753205,-1.185426702246691,14.63217934356071,"['(10, 10)_2_1_osm', '(10, 10)_2_1_pcd']","(2, 1)",143
17,0,1388.6753681216023,430.4191935237343,36.90661952497869,-1.1857406832250867,1.899956809879132,"['(10, 10)_2_1_osm', '(10, 10)_2_1_pcd']","(2, 1)",144
17,10,1376.55,441.02,36.90651067943466,-1.1856447563349468,0.0,"['(10, 10)_2_1_osm', '(10, 10)_2_1_pcd']","(2, 1)",145
17,11,1354.4724467055137,375.0699566647468,36.90631191694763,-1.1862408725062077,12.721154884342104,"['(10, 10)_2_1_osm', '(10, 10)_2_1_pcd']","(2, 1)",146
17,12,1368.3132503828667,421.2694109125185,36.90643655764299,-1.185823268934637,6.245073200762272,"['(10, 10)_2_1_osm', '(10, 10)_2_1_pcd']","(2, 1)",147
17,13,1515.7773310943342,330.1247439116755,36.907760552709824,-1.186648334676931,6.688188307289966,"['(10, 10)_3_1_osm', '(10, 10)_3_1_pcd']","(3, 1)",148
17,14,1400.3846270131137,412.3085064904857,36.90672458175101,-1.1859045055861956,6.605586542771198,"['(10, 10)_2_1_osm', '(10, 10)_2_1_pcd']","(2, 1)",149
17,16,1345.935569923046,317.0320897927994,36.90623483876073,-1.186765545695662,1.5145738587714732,"['(10, 10)_2_1_osm', '(10, 10)_2_1_pcd']","(2, 1)",150
17,17,1383.33537299339,360.0528423040604,36.906571079583046,-1.1863768426680938,0.0,"['(10, 10)_2_1_osm', '(10, 10)_2_1_pcd']","(2, 1)",151
17,2,1434.7992115191537,477.93769065097297,36.90703416074645,-1.185311374460601,9.08614951151519,"['(10, 10)_3_1_osm', '(10, 10)_3_1_pcd']","(3, 1)",152
17,3,1372.572330010336,216.20783014518315,36.90647342074627,-1.1876772998553071,27.926774643640968,"['(10, 10)_2_0_osm', '(10, 10)_2_0_pcd']","(2, 0)",153
17,4,1382.2091298499904,436.02928355837565,36.90656147933567,-1.185689917080097,0.1064656993077698,"['(10, 10)_2_1_osm', '(10, 10)_2_1_pcd']","(2, 1)",154
17,5,1471.587339158412,407.2291327780089,36.90736413437798,-1.185950916137288,4.544972930374183,"['(10, 10)_3_1_osm', '(10, 10)_3_1_pcd']","(3, 1)",155
17,6,1342.919947518954,454.0803975953932,36.90620868225245,-1.1855264447477631,11.988723507305838,"['(10, 10)_2_1_osm', '(10, 10)_2_1_pcd']","(2, 1)",156
17,7,1442.098358506306,496.00359194036497,36.907099848889295,-1.1851480869415625,5.12305431429632,"['(10, 10)_3_1_osm', '(10, 10)_3_1_pcd']","(3, 1)",157
